Daily manure biogeochemistry in feedlot at FarmTest1 in year 1
Units: per feedlot

Day,AnimalType,Heads,Milk,MeatGain,FecesC,UrineC,BeddingC,Floor-CO2,Gutter-CO2,Floor-CH4,Gutter-CH4,Floor-MOC,Gutter-MOC,Floor-DOC,Gutter-DOC,Removed_FloorC,Removed_GutterC,Feedlot_RunoffC,FecesN,UrineN,BeddingN,Floor-NH3,Gutter-NH3,Floor-N2O,Gutter-N2O,Floor-MON,Gutter-MON,Floor-urea,Gutter-urea,Floor-NH4,Gutter-NH4,Floor-NO3,Gutter-NO3,Removed_FloorN,Removed_GutterN,Feedlot_Runoff_ON,Feedlot_Runoff_IN,FecesP,UrineP,ManureP,Removed_FloorP,Removed_GutterP,Feedlot_runoff_P,FecesH2O,UrineH2O,HouseEV,Floor-water,Gutter-water,Removed_FloorH2O,Removed_GutterH2O,Floor_runoffH2O,Floor-temp,Gutter-temp,Floor_mois,Gutter-mois, Pen_soil_wfps,Floor-pH,Gutter-pH,Floor-Eh,Gutter-Eh,floor-leach-water,floor-leach-urea,floor-leach-NH4,floor-leach-NO3,floor-leach-DOC
   ,          ,     ,kg  ,kg DM   ,kgC   ,kgC   ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC,kgC         ,kgC        ,kgN   ,kgN   ,kgN     ,kgN     ,kgN     ,kgN      ,kgN      ,kgN       ,kgN     ,kgN      ,kgN      ,kgN      ,kgN         ,kgN          ,kgN      ,kgN, kgN,kgN         ,kgN     ,kgP   ,kgP   ,kgP    ,kgP ,kgP ,kgP  ,kgWater ,kgWater ,kgWater,kgWater       ,kgWater      ,kgWater,kgWater,kgWater,,          ,WFPS,WFPS,WFPS,    ,,,,kgWater,kgN,kgN,kgN,kgC

224,  0,   0.00,   0.00,   0.00, 646.92, 294.68,   0.00,   5.16,   3.45,   0.00,  37.05,   0.00,   0.00,   0.00,   0.00,-571.35,-281.99,   0.00,  23.20,  69.50,   0.00,   6.01,   0.83, 0.0021, 0.0201,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.42, -59.20,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3649.64,14598.56, 431.81,   0.00,   0.00,-298.12,-17518.27,   0.00,  18.89,  28.89,   0.24,   1.00,   0.30,  10.15,   9.99, 380.02,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
225,  0,   0.00,   0.00,   0.00, 646.36, 291.29,   0.00,   5.16,   3.59,   0.00,  41.52,   0.00,   0.00,   0.00,   0.00,-570.20,-269.70,   0.00,  22.90,  68.70,   0.00,   6.91,   0.84, 0.0019, 0.0206,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.13, -58.49,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3646.60,14586.40, 656.39,   0.00,   0.00, -72.93,-17503.68,   0.00,  19.44,  29.44,   0.06,   1.00,   0.30,  10.74,   9.97, 470.59,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
226,  0,   0.00,   0.00,   0.00, 647.48, 295.95,   0.00,   5.23,   3.52,   0.00,  39.26,   0.00,   0.00,   0.00,   0.00,-572.00,-278.45,   0.00,  23.30,  69.80,   0.00,   5.76,   0.85, 0.0022, 0.0206,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.82, -59.45,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3652.92,14611.68, 302.64,   0.00,   0.00,-427.95,-17534.02,   0.00,  19.17,  29.17,   0.34,   1.00,   0.30,   9.99,   9.99, 327.98,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
227,  0,   0.00,   0.00,   0.00, 646.48, 292.56,   0.00,   5.20,   3.63,   0.00,  42.74,   0.00,   0.00,   0.00,   0.00,-570.50,-268.17,   0.00,  23.00,  69.00,   0.00,   6.99,   0.85, 0.0020, 0.0209,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.19, -58.74,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3647.34,14589.36, 656.52,   0.00,   0.00, -72.95,-17507.23,   0.00,  19.58,  29.58,   0.06,   1.00,   0.30,  10.74,   9.97, 470.60,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
228,  0,   0.00,   0.00,   0.00, 648.08, 298.07,   0.00,   5.34,   3.66,   0.00,  43.99,   0.00,   0.00,   0.00,   0.00,-572.74,-270.26,   0.00,  23.40,  70.30,   0.00,   7.17,   0.87, 0.0020, 0.0215,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.59, -59.83,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3656.26,14625.04, 658.13,   0.00,   0.00, -73.13,-17550.05,   0.00,  19.72,  29.72,   0.06,   1.00,   0.30,  10.74,   9.98, 470.65,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
229,  0,   0.00,   0.00,   0.00, 647.60, 294.68,   0.00,   5.25,   3.63,   0.00,  42.76,   0.00,   0.00,   0.00,   0.00,-571.77,-270.04,   0.00,  23.20,  69.50,   0.00,   7.04,   0.86, 0.0020, 0.0210,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.40, -59.17,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3653.62,14614.48, 657.65,   0.00,   0.00, -73.07,-17537.38,   0.00,  19.58,  29.58,   0.06,   1.00,   0.30,  10.74,   9.97, 470.62,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
230,  0,   0.00,   0.00,   0.00, 647.08, 291.29,   0.00,   5.37,   3.95,   0.00,  56.54,   0.00,   0.00,   0.00,   0.00,-570.56,-238.28,   0.00,  22.90,  68.70,   0.00,   7.44,   0.89, 0.0020, 0.0226,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -24.60, -58.42,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3650.56,14602.24, 657.10,   0.00,   0.00, -73.01,-17522.69,   0.00,  20.97,  30.97,   0.06,   1.00,   0.30,  10.70,   9.93, 470.59,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
231,  0,   0.00,   0.00,   0.00, 648.20, 295.95,   0.00,   5.55,   4.07,   0.00,  63.31,   0.00,   0.00,   0.00,   0.00,-572.21,-228.10,   0.00,  23.30,  69.80,   0.00,   7.77,   0.93, 0.0021, 0.0237,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -24.81, -59.33,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3656.86,14627.44, 658.23,   0.00,   0.00, -73.14,-17552.93,   0.00,  21.53,  31.53,   0.06,   1.00,   0.30,  10.69,   9.92, 470.63,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
232,  0,   0.00,   0.00,   0.00, 647.56, 292.14,   0.00,   4.92,   3.08,   0.00,  27.78,   0.00,   0.00,   0.00,   0.00,-571.62,-299.86,   0.00,  23.00,  68.90,   0.00,   4.53,   0.78, 0.0020, 0.0181,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -27.63, -58.76,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3653.24,14612.96,   0.00,   0.00,   0.00,-730.65,-17535.55,   0.00,  17.50,  27.50,   0.59,   1.00,   0.30,   9.80,  10.03, 205.95,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
233,  0,   0.00,   0.00,   0.00, 648.68, 296.80,   0.00,   5.02,   3.12,   0.00,  28.64,   0.00,   0.00,   0.00,   0.00,-573.29,-301.98,   0.00,  23.30,  70.00,   0.00,   6.39,   0.80, 0.0018, 0.0186,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.23, -59.68,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3659.58,14638.32, 658.72,   0.00,   0.00, -73.19,-17565.98,   0.00,  17.64,  27.64,   0.06,   1.00,   0.30,  10.80,  10.03, 470.64,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
234,  0,   0.00,   0.00,   0.00, 640.84, 290.02,   0.00,   5.06,   3.45,   0.00,  37.05,   0.00,   0.00,   0.00,   0.00,-565.63,-277.05,   0.00,  22.80,  68.40,   0.00,   6.68,   0.82, 0.0019, 0.0198,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.22, -58.26,   0.00,   0.00,   2.95,   0.09,   0.00,  -3.04,   0.00,   0.00,3615.40,14461.60, 650.77,   0.00,   0.00, -72.31,-17353.92,   0.00,  18.89,  28.89,   0.06,   1.00,   0.30,  10.76,   9.99, 470.60,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
235,  0,   0.00,   0.00,   0.00, 649.00, 298.07,   0.00,   5.50,   3.92,   0.00,  55.12,   0.00,   0.00,   0.00,   0.00,-573.32,-247.07,   0.00,  23.40,  70.30,   0.00,   7.58,   0.91, 0.0021, 0.0230,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.18, -59.78,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3661.42,14645.68, 659.06,   0.00,   0.00, -73.23,-17574.82,   0.00,  20.83,  30.83,   0.06,   1.00,   0.30,  10.71,   9.94, 470.65,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
236,  0,   0.00,   0.00,   0.00, 648.52, 294.68,   0.00,   5.44,   3.95,   0.00,  56.59,   0.00,   0.00,   0.00,   0.00,-572.32,-241.19,   0.00,  23.20,  69.50,   0.00,   7.53,   0.90, 0.0021, 0.0229,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -24.90, -59.11,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3658.76,14635.04, 658.58,   0.00,   0.00, -73.18,-17562.05,   0.00,  20.97,  30.97,   0.06,   1.00,   0.30,  10.70,   9.94, 470.62,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
237,  0,   0.00,   0.00,   0.00, 647.84, 290.86,   0.00,   5.45,   4.10,   0.00,  64.95,   0.00,   0.00,   0.00,   0.00,-571.00,-220.52,   0.00,  22.90,  68.60,   0.00,   7.68,   0.91, 0.0021, 0.0235,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -24.34, -58.31,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3654.98,14619.92, 657.90,   0.00,   0.00, -73.10,-17543.90,   0.00,  21.67,  31.67,   0.06,   1.00,   0.30,  10.68,   9.91, 470.58,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
238,  0,   0.00,   0.00,   0.00, 648.96, 295.53,   0.00,   5.09,   3.31,   0.00,  33.05,   0.00,   0.00,   0.00,   0.00,-573.19,-291.59,   0.00,  23.20,  69.70,   0.00,   6.61,   0.82, 0.0019, 0.0194,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.87, -59.39,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3661.18,14644.72, 659.01,   0.00,   0.00, -73.22,-17573.66,   0.00,  18.33,  28.33,   0.06,   1.00,   0.30,  10.78,  10.01, 470.62,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
239,  0,   0.00,   0.00,   0.00, 648.40, 292.14,   0.00,   4.94,   3.16,   0.00,  29.46,   0.00,   0.00,   0.00,   0.00,-572.21,-296.44,   0.00,  23.00,  68.90,   0.00,   6.34,   0.79, 0.0018, 0.0185,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.82, -58.75,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3658.16,14632.64, 658.47,   0.00,   0.00, -73.16,-17559.17,   0.00,  17.78,  27.78,   0.06,   1.00,   0.30,  10.79,  10.02, 470.59,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
240,  0,   0.00,   0.00,   0.00, 643.40, 294.68,   0.00,   5.08,   3.31,   0.00,  33.08,   0.00,   0.00,   0.00,   0.00,-568.58,-289.74,   0.00,  23.20,  69.50,   0.00,   6.59,   0.82, 0.0018, 0.0194,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.85, -59.23,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3629.82,14519.28, 653.37,   0.00,   0.00, -72.60,-17423.13,   0.00,  18.33,  28.33,   0.06,   1.00,   0.30,  10.78,  10.01, 470.64,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
241,  0,   0.00,   0.00,   0.00, 642.36, 290.86,   0.00,   5.11,   3.52,   0.00,  39.21,   0.00,   0.00,   0.00,   0.00,-566.96,-273.46,   0.00,  22.90,  68.60,   0.00,   6.80,   0.83, 0.0019, 0.0202,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.22, -58.43,   0.00,   0.00,   2.96,   0.09,   0.00,  -3.05,   0.00,   0.00,3624.02,14496.08, 652.32,   0.00,   0.00, -72.48,-17395.30,   0.00,  19.17,  29.17,   0.06,   1.00,   0.30,  10.75,   9.98, 470.61,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
242,  0,   0.00,   0.00,   0.00, 650.08, 298.92,   0.00,   5.28,   3.53,   0.00,  39.32,   0.00,   0.00,   0.00,   0.00,-574.57,-281.20,   0.00,  23.50,  70.50,   0.00,   7.00,   0.86, 0.0020, 0.0208,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.88, -60.03,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3667.60,14670.40, 660.17,   0.00,   0.00, -73.35,-17604.48,   0.00,  19.17,  29.17,   0.06,   1.00,   0.30,  10.76,   9.99, 470.65,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
243,  0,   0.00,   0.00,   0.00, 649.52, 294.68,   0.00,   5.33,   3.76,   0.00,  47.82,   0.00,   0.00,   0.00,   0.00,-573.23,-259.77,   0.00,  23.20,  69.50,   0.00,   7.24,   0.88, 0.0020, 0.0218,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.20, -59.15,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3664.26,14657.04, 659.57,   0.00,   0.00, -73.29,-17588.45,   0.00,  20.14,  30.14,   0.06,   1.00,   0.30,  10.73,   9.96, 470.61,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
244,  0,   0.00,   0.00,   0.00, 648.96, 291.29,   0.00,   5.19,   3.66,   0.00,  43.92,   0.00,   0.00,   0.00,   0.00,-572.24,-265.16,   0.00,  22.90,  68.70,   0.00,   7.00,   0.85, 0.0020, 0.0210,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.04, -58.48,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3661.14,14644.56, 659.01,   0.00,   0.00, -73.22,-17573.47,   0.00,  19.72,  29.72,   0.06,   1.00,   0.30,  10.73,   9.97, 470.58,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
245,  0,   0.00,   0.00,   0.00, 650.04, 295.95,   0.00,   5.26,   3.59,   0.00,  41.57,   0.00,   0.00,   0.00,   0.00,-573.97,-274.06,   0.00,  23.30,  69.80,   0.00,   7.02,   0.86, 0.0020, 0.0209,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.56, -59.43,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3667.36,14669.44, 660.12,   0.00,   0.00, -73.35,-17603.33,   0.00,  19.44,  29.44,   0.06,   1.00,   0.30,  10.75,   9.98, 470.62,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
246,  0,   0.00,   0.00,   0.00, 642.88, 290.02,   0.00,   5.19,   3.69,   0.00,  45.22,   0.00,   0.00,   0.00,   0.00,-567.13,-260.19,   0.00,  22.80,  68.40,   0.00,   7.02,   0.85, 0.0020, 0.0211,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -24.88, -58.22,   0.00,   0.00,   2.96,   0.09,   0.00,  -3.05,   0.00,   0.00,3626.82,14507.28, 652.83,   0.00,   0.00, -72.54,-17408.73,   0.00,  19.86,  29.86,   0.06,   1.00,   0.30,  10.73,   9.96, 470.60,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
247,  0,   0.00,   0.00,   0.00, 644.00, 295.10,   0.00,   5.38,   3.83,   0.00,  50.61,   0.00,   0.00,   0.00,   0.00,-568.85,-253.14,   0.00,  23.20,  69.60,   0.00,   7.35,   0.89, 0.0020, 0.0222,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.11, -59.21,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3633.14,14532.56, 653.97,   0.00,   0.00, -72.66,-17439.07,   0.00,  20.42,  30.42,   0.06,   1.00,   0.30,  10.72,   9.95, 470.64,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
248,  0,   0.00,   0.00,   0.00, 643.36, 290.86,   0.00,   5.44,   4.07,   0.00,  63.23,   0.00,   0.00,   0.00,   0.00,-567.43,-223.22,   0.00,  22.90,  68.60,   0.00,   7.63,   0.91, 0.0021, 0.0233,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -24.39, -58.32,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3629.58,14518.32, 653.32,   0.00,   0.00, -72.59,-17421.98,   0.00,  21.53,  31.53,   0.06,   1.00,   0.30,  10.68,   9.91, 470.60,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
249,  0,   0.00,   0.00,   0.00, 650.56, 298.50,   0.00,   5.80,   4.34,   0.00,  83.29,   0.00,   0.00,   0.00,   0.00,-574.35,-189.03,   0.00,  23.50,  70.40,   0.00,   8.34,   0.98, 0.0022, 0.0258,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -24.52, -59.78,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3670.22,14680.88, 660.64,   0.00,   0.00, -73.40,-17617.06,   0.00,  22.92,  32.92,   0.06,   1.00,   0.30,  10.66,   9.89, 470.65,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
250,  0,   0.00,   0.00,   0.00, 650.08, 295.10,   0.00,   5.30,   3.69,   0.00,  45.23,   0.00,   0.00,   0.00,   0.00,-573.80,-265.67,   0.00,  23.20,  69.60,   0.00,   7.15,   0.87, 0.0020, 0.0214,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.31, -59.24,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3667.52,14670.08, 660.15,   0.00,   0.00, -73.35,-17604.10,   0.00,  19.86,  29.86,   0.06,   1.00,   0.30,  10.74,   9.97, 470.61,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
251,  0,   0.00,   0.00,   0.00, 649.56, 291.71,   0.00,   5.14,   3.56,   0.00,  40.36,   0.00,   0.00,   0.00,   0.00,-572.85,-273.14,   0.00,  22.90,  68.80,   0.00,   6.87,   0.84, 0.0019, 0.0205,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.19, -58.58,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3664.62,14658.48, 659.63,   0.00,   0.00, -73.29,-17590.18,   0.00,  19.31,  29.31,   0.06,   1.00,   0.30,  10.75,   9.98, 470.58,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
252,  0,   0.00,   0.00,   0.00, 644.52, 294.26,   0.00,   5.22,   3.59,   0.00,  41.55,   0.00,   0.00,   0.00,   0.00,-569.25,-271.64,   0.00,  23.10,  69.40,   0.00,   6.98,   0.85, 0.0019, 0.0208,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.36, -59.08,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3636.22,14544.88, 654.52,   0.00,   0.00, -72.72,-17453.86,   0.00,  19.44,  29.44,   0.06,   1.00,   0.30,  10.75,   9.98, 470.63,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
253,  0,   0.00,   0.00,   0.00, 643.88, 290.44,   0.00,   5.02,   3.34,   0.00,  33.98,   0.00,   0.00,   0.00,   0.00,-568.24,-284.52,   0.00,  22.80,  68.50,   0.00,   4.74,   0.81, 0.0022, 0.0193,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -27.18, -58.36,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3632.54,14530.16,   0.00,   0.00,   0.00,-726.51,-17436.19,   0.00,  18.47,  28.47,   0.59,   1.00,   0.30,   9.77,  10.00, 205.95,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
254,  0,   0.00,   0.00,   0.00, 645.00, 295.10,   0.00,   4.89,   2.93,   0.00,  24.75,   0.00,   0.00,   0.00,   0.00,-570.14,-308.27,   0.00,  23.20,  69.60,   0.00,   6.11,   0.77, 0.0017, 0.0175,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.36, -59.37,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3638.84,14555.36, 654.99,   0.00,   0.00, -72.78,-17466.43,   0.00,  16.94,  26.94,   0.06,   1.00,   0.30,  10.82,  10.05, 470.64,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
255,  0,   0.00,   0.00,   0.00, 644.48, 291.71,   0.00,   4.82,   2.93,   0.00,  24.73,   0.00,   0.00,   0.00,   0.00,-569.12,-305.49,   0.00,  22.90,  68.80,   0.00,   6.03,   0.76, 0.0017, 0.0173,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.03, -58.69,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3635.90,14543.60, 654.46,   0.00,   0.00, -72.72,-17452.32,   0.00,  16.94,  26.94,   0.06,   1.00,   0.30,  10.81,  10.04, 470.60,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
256,  0,   0.00,   0.00,   0.00, 652.12, 299.34,   0.00,   5.36,   3.63,   0.00,  42.81,   0.00,   0.00,   0.00,   0.00,-576.27,-274.58,   0.00,  23.50,  70.60,   0.00,   5.21,   0.87, 0.0024, 0.0214,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -27.68, -60.09,   0.00,   0.00,   3.01,   0.09,   0.00,  -3.10,   0.00,   0.00,3679.06,14716.24,   0.00,   0.00,   0.00,-735.81,-17659.49,   0.00,  19.58,  29.58,   0.59,   1.00,   0.30,   9.75,   9.98, 206.47,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
257,  0,   0.00,   0.00,   0.00, 651.68, 295.95,   0.00,   5.53,   4.04,   0.00,  61.56,   0.00,   0.00,   0.00,   0.00,-575.01,-232.43,   0.00,  23.30,  69.80,   0.00,   7.72,   0.92, 0.0021, 0.0235,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -24.86, -59.34,   0.00,   0.00,   3.01,   0.09,   0.00,  -3.10,   0.00,   0.00,3676.62,14706.48, 661.79,   0.00,   0.00, -73.53,-17647.78,   0.00,  21.39,  31.39,   0.06,   1.00,   0.30,  10.69,   9.93, 470.61,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
258,  0,   0.00,   0.00,   0.00, 643.80, 289.17,   0.00,   5.59,   4.34,   0.00,  83.10,   0.00,   0.00,   0.00,   0.00,-567.35,-180.60,   0.00,  22.70,  68.20,   0.00,   5.78,   0.95, 0.0028, 0.0250,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.99, -57.90,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3632.08,14528.32,   0.00,   0.00,   0.00,-726.42,-17433.98,   0.00,  22.92,  32.92,   0.59,   1.00,   0.30,   9.64,   9.87, 205.82,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
259,  0,   0.00,   0.00,   0.00, 645.44, 294.26,   0.00,   5.36,   3.83,   0.00,  50.60,   0.00,   0.00,   0.00,   0.00,-569.85,-252.77,   0.00,  23.10,  69.40,   0.00,   7.33,   0.88, 0.0020, 0.0221,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.01, -59.03,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3641.32,14565.28, 655.44,   0.00,   0.00, -72.83,-17478.34,   0.00,  20.42,  30.42,   0.06,   1.00,   0.30,  10.72,   9.95, 470.63,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
260,  0,   0.00,   0.00,   0.00, 644.88, 290.86,   0.00,   4.76,   2.86,   0.00,  23.33,   0.00,   0.00,   0.00,   0.00,-569.32,-307.92,   0.00,  22.90,  68.60,   0.00,   5.92,   0.75, 0.0016, 0.0169,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.11, -58.54,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3638.28,14553.12, 654.89,   0.00,   0.00, -72.77,-17463.74,   0.00,  16.67,  26.67,   0.06,   1.00,   0.30,  10.82,  10.05, 470.59,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
261,  0,   0.00,   0.00,   0.00, 646.00, 295.53,   0.00,   4.95,   3.05,   0.00,  27.03,   0.00,   0.00,   0.00,   0.00,-570.96,-303.88,   0.00,  23.20,  69.70,   0.00,   6.27,   0.78, 0.0017, 0.0181,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.22, -59.43,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3644.58,14578.32, 656.02,   0.00,   0.00, -72.89,-17493.98,   0.00,  17.36,  27.36,   0.06,   1.00,   0.30,  10.81,  10.04, 470.64,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
262,  0,   0.00,   0.00,   0.00, 645.52, 292.14,   0.00,   4.75,   2.78,   0.00,  21.99,   0.00,   0.00,   0.00,   0.00,-570.10,-311.96,   0.00,  23.00,  68.90,   0.00,   5.84,   0.74, 0.0016, 0.0166,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.32, -58.81,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3641.88,14567.52, 655.54,   0.00,   0.00, -72.84,-17481.03,   0.00,  16.39,  26.39,   0.06,   1.00,   0.30,  10.83,  10.06, 470.60,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
