Daily lagoon/slurry C and N dynamics at FarmTest1 in year 1
Unit: per lagoon

Day,T_air,T_1cm,T_20cm,T_40cm,T_60cm,T_80cm,CO2-flux,CH4-flux,MOC-pool,DOC-pool,Removed_C,NH3-flux,N2O-flux,NO-flux,N2-flux,MON-pool,Urea-pool,NH4-pool,NO3-pool,NH3-pool,NO2-pool,NO-pool,N2O-pool,N2-pool,Removed_N,Evaporation,Water-pool,Removed_water,Lagoon_P,Removed_P,Crust-C
343,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,32.1541, 0.0000,8067.67,5046.69,   0.00,34.0275,0.00214,0.00000,0.03347, 102.70,   0.00, 425.34,  40.06, 306.25,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,689132.40,   0.00,   0.00,   0.00,3250.55
344,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,33.6995, 0.0000,8378.50,5238.09,   0.00,34.7296,0.06794,0.00000,0.62780, 106.31,   0.00, 434.12,  41.56, 312.57,   0.00,   0.00,   0.00,   0.00,   0.00, 689.74,727059.37,   0.00,   0.00,   0.00,3250.55
345,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,35.2435, 0.0000,8687.98,5428.48,   0.00,35.4388,0.08057,0.00000,0.74105, 109.95,   0.00, 442.99,  42.95, 318.95,   0.00,   0.00,   0.00,   0.00,   0.00,2452.70,753252.85,   0.00,   0.00,   0.00,3250.55
346,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,36.8131, 0.0000,9003.08,5625.14,   0.00,36.0881,0.04551,0.00000,0.43146, 113.47,   0.00, 451.10,  44.72, 324.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,789084.33,   0.00,   0.00,   0.00,3250.55
347,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,38.4225, 0.0000,9324.29,5826.84,   0.00,36.7669,0.04671,0.00000,0.44356, 117.05,   0.00, 459.59,  46.52, 330.90,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,834336.14,   0.00,   0.00,   0.00,3250.55
348,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,40.0144, 0.0000,9643.57,6028.45,   0.00,37.3684,0.00919,0.00000,0.10530, 120.51,   0.00, 467.10,  48.72, 336.32,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,851809.29,   0.00,   0.00,   0.00,3250.55
349,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,41.5672, 0.0000,9956.49,6224.02,   0.00,37.9784,0.06114,0.00000,0.57539, 123.98,   0.00, 474.73,  50.36, 341.81,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,870513.84,   0.00,   0.00,   0.00,3250.55
350,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,42.9717, 0.0000,10249.33,6400.14,   0.00,38.5335,0.09917,0.00000,0.91356, 127.35,   0.00, 481.67,  51.53, 346.80,   0.00,   0.00,   0.00,   0.00,   0.00,5776.61,895424.68,   0.00,   0.00,   0.00,3250.55
351,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,44.4533, 0.0000,10555.75,6590.55,   0.00,39.0349,0.04975,0.00000,0.47709, 130.61,   0.00, 487.94,  53.24, 351.31,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,916883.24,   0.00,   0.00,   0.00,3250.55
352,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,45.9448, 0.0000,10863.61,6782.67,   0.00,39.5495,0.05491,0.00000,0.52445, 133.90,   0.00, 494.37,  54.92, 355.95,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,987171.57,   0.00,   0.00,   0.00,3250.55
353,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,47.3898, 0.0000,11166.88,6970.76,   0.00,40.0096,0.05567,0.00000,0.53281, 137.08,   0.00, 500.12,  56.56, 360.09,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,1004646.54,   0.00,   0.00,   0.00,3250.55
354,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,48.8894, 2.3984,11475.98,7164.94,   0.00,40.4915,0.02788,0.00000,0.28431, 140.29,   0.00, 506.14,  58.56, 364.42,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,1080150.03,   0.00,   0.00,   0.00,3250.55
355,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,50.3419, 2.5332,11782.77,7357.38,   0.00,40.9188,0.00640,0.00000,0.09131, 143.40,   0.00, 511.49,  60.78, 368.27,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,1097636.05,   0.00,   0.00,   0.00,3250.55
356,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,51.7841, 2.6714,12088.50,7548.96,   0.00,41.3683,0.03660,0.00000,0.36744, 146.55,   0.00, 517.10,  62.69, 372.31,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,1149553.36,   0.00,   0.00,   0.00,3250.55
357,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,53.2014, 2.8130,12393.09,7739.90,   0.00,41.7698,0.01213,0.00000,0.14692, 149.60,   0.00, 522.12,  64.85, 375.93,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,1176257.81,   0.00,   0.00,   0.00,3250.55
358,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,54.5538, 2.9559,12690.62,7924.34,   0.00,42.1229,0.03015,0.00000,0.31284, 152.55,   0.00, 526.54,  66.77, 379.11,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,1197734.61,   0.00,   0.00,   0.00,3250.55
359,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,55.8328, 3.0986,12978.24,8099.03,   0.00,42.5008,0.08106,0.00000,0.76883, 155.54,   0.00, 531.26,  68.15, 382.51,   0.00,   0.00,   0.00,   0.00,   0.00,2452.70,1225988.77,   0.00,   0.00,   0.00,3250.55
360,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,57.0653, 3.2433,13260.78,8270.42,   0.00,42.8024,0.07071,0.00000,0.67862, 158.40,   0.00, 535.03,  69.59, 385.22,   0.00,   0.00,   0.00,   0.00,   0.00,1090.55,1242206.34,   0.00,   0.00,   0.00,3250.55
361,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,58.3513, 3.3946,13552.99,8450.19,   0.00,43.1579,0.06254,0.00000,0.60744, 161.35,   0.00, 539.47,  71.19, 388.42,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,1263735.08,   0.00,   0.00,   0.00,3250.55
362,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,59.4884, 3.5417,13826.04,8611.19,   0.00,43.4720,0.09913,0.00000,0.93290, 164.22,   0.00, 543.40,  72.34, 391.25,   0.00,   0.00,   0.00,   0.00,   0.00,5766.94,1341483.63,   0.00,   0.00,   0.00,3250.55
363,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,60.5888, 3.6901,14094.87,8768.04,   0.00,43.8016,0.11257,0.00000,1.05255, 167.15,   0.00, 547.52,  73.39, 394.21,   0.00,   0.00,   0.00,   0.00,   0.00,7976.87,1351053.93,   0.00,   0.00,   0.00,3250.55
364,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,61.7615, 3.8475,14377.15,8938.70,   0.00,44.0848,0.07497,0.00000,0.72142, 169.97,   0.00, 551.06,  74.82, 396.76,   0.00,   0.00,   0.00,   0.00,   0.00,1529.78,1367055.39,   0.00,   0.00,   0.00,3250.55
365,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,62.9103, 4.0079,14658.56,9108.97,   0.00,44.3274,0.06112,0.00000,0.60012, 172.71,   0.00, 554.09,  76.37, 398.95,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,1388553.60,   0.00,   0.00,   0.00,3250.55
